File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\Widgets\tooltipwindow.cpp,TooltipWindow::updateOpacity(),15,10,9,1,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\Widgets\tooltipwindow.cpp,TooltipWindow::getMouseDistance(const QPoint &p),9,7,7,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\Widgets\tooltipwindow.cpp,TooltipWindow::fadeIn(),11,9,9,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\Widgets\tooltipwindow.cpp,TooltipWindow::paintEvent(QPaintEvent *event),17,12,10,1,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\Widgets\tooltipwindow.cpp,TooltipWindow::updateMask(),12,8,8,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,"WidgetsManager::WidgetsManager(DataWidgetContainer *container, DataWidgetContainer *containerBookmarks, QObject *parent)",2,1,1,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::createWidget(const Core::ClipboardData &data),15,14,13,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,"WidgetsManager::createBookmarkWidget(const Core::ClipboardData &data, const Core::Bookmark &bookmark)",20,18,17,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::simpleWidgetBookmarkedChanged(bool bookmarked),18,16,13,3,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::bookmarkWidgetBookmarkedChanged(bool bookmarked),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::bookmarkWidgetRemoved(DataWidget *widget),12,10,7,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::setBookmarkManager(BookmarkManager *p_bookmarkManager),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\CoreUI\WidgetsManager\widgetsmanager.cpp,WidgetsManager::setSettingsManager(SettingsManager *p_settingsManager),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::DataWidget(QWidget *parent),61,45,45,0,14,0,2,3,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::~DataWidget(),2,1,1,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDataColor(const QColor &color),18,13,13,0,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDataHTML(const QString &html),16,11,11,0,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDataText(const QString &text),13,9,9,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDataImage(const QPixmap &image),18,13,13,0,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDataUrls(const Core::Urls &urls),19,15,14,1,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::toggleBookMark(),12,8,7,1,2,0,2,2,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::removeWidget(),3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::copy(),31,28,21,7,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::showThumbnails() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setShowThumbnails(bool showThumbnails),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setDateTime(const QDateTime &dateTime),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::dateTime() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::data() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setData(const Core::ClipboardData &data),23,22,15,7,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setBookmarked(bool bookmarked),12,8,7,1,2,0,2,2,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::bookmarked() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::URLs() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::image() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::text() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::HTML() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::color() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::title() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::textFromURLs(const Core::Urls &urls),17,13,11,3,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::filesFromURLs(const Core::Urls &urls),10,8,6,3,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::setIcon(const QPixmap &pixmap),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::displayInfos(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,"DataWidget::elidedText(const QString &text, QLabel *label)",3,3,3,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::resizeEvent(QResizeEvent *event),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::fadeIn(),18,15,15,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::fadeOut(),21,18,18,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::fullTitle() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\datawidget.cpp,DataWidget::beingRemoved() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\colorthumbnailwidget.cpp,"ColorThumbnailWidget::ColorThumbnailWidget(QColor color, QWidget *parent)",2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\colorthumbnailwidget.cpp,ColorThumbnailWidget::paintEvent(QPaintEvent *event),9,7,6,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,"ImageThumbnail::ImageThumbnail(QPixmap *pix, QWidget *parent)",5,4,4,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,ImageThumbnail::pixmap() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,ImageThumbnail::setPixmap(QPixmap *pixmap),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,ImageThumbnail::updatePix(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,ImageThumbnail::paintEvent(QPaintEvent *event),12,9,8,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidget\ThumbnailWidget\imagethumbnail.cpp,ImageThumbnail::resizeEvent(QResizeEvent *event),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\datawidgetcontainer.cpp,DataWidgetContainer::DataWidgetContainer(QWidget *parent),33,27,25,0,6,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\datawidgetcontainer.cpp,DataWidgetContainer::getContainer() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\datawidgetcontainer.cpp,DataWidgetContainer::updateSearch(const Core::Filter &filter),18,16,12,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\datawidgetcontainer.cpp,DataWidgetContainer::searchBox() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\headerwidget.cpp,HeaderWidget::HeaderWidget(QWidget *parent),19,14,12,1,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\headerwidget.cpp,HeaderWidget::paintEvent(QPaintEvent *event),19,11,10,0,8,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DataWidgetContainer\headerwidget.cpp,HeaderWidget::mousePressEvent(QMouseEvent *event),6,5,3,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DownloadDialog\downloaddialog.cpp,DownloadDialog::DownloadDialog(QWidget *parent),34,25,25,0,9,1,0,2,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DownloadDialog\downloaddialog.cpp,"DownloadDialog::setProgress(qint64 received, qint64 total)",3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DownloadDialog\downloaddialog.cpp,"DownloadDialog::setRate(qint64 rate, qint64 remaining)",23,19,15,2,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DownloadDialog\downloaddialog.cpp,DownloadDialog::downloadFinished(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DownloadDialog\downloaddialog.cpp,DownloadDialog::setMessage(const QString &text),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DragDropScreen\dragdropscreen.cpp,DragDropScreen::DragDropScreen(QWidget *parent),7,5,5,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DragDropScreen\dragdropscreen.cpp,DragDropScreen::reveal(),34,30,29,1,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DragDropScreen\dragdropscreen.cpp,DragDropScreen::disappear(),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DragDropScreen\dragdropscreen.cpp,DragDropScreen::waveAnim(),9,7,6,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\DragDropScreen\dragdropscreen.cpp,DragDropScreen::paintEvent(QPaintEvent *event),12,8,7,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::AbstractListedWidget(QWidget *parent),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::~AbstractListedWidget(),2,1,1,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::Uuid() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::setUuid(const QUuid &Uuid),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::generateUuid(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::paintEvent(QPaintEvent *event),24,16,12,1,8,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::enterEvent(QEvent *event),6,4,3,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::leaveEvent(QEvent *event),6,4,3,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::mouseMoveEvent(QMouseEvent *event),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,"AbstractListedWidget::eventFilter(QObject *obj, QEvent *event)",13,9,7,4,3,0,1,1,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::animationDuration() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\abstractlistedwidget.cpp,AbstractListedWidget::setAnimationDuration(int animationDuration),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::Container(QWidget *parent),32,20,19,0,6,0,6,10,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::addWidget(AbstractListedWidget *widget),11,9,9,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::removeWidget(AbstractListedWidget *widget),14,12,10,4,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::clear(),10,9,7,2,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::updateShadow(),21,14,9,1,3,0,4,9,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::resizeEvent(QResizeEvent *event),3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\ListWidget\container.cpp,Container::widgets() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\LoaderScreen\loaderscreen.cpp,LoaderScreen::LoaderScreen(QWidget *parent),2,1,1,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\LoaderScreen\loaderscreen.cpp,LoaderScreen::reveal(),13,10,10,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\LoaderScreen\loaderscreen.cpp,LoaderScreen::disappear(),14,12,12,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\LoaderScreen\loaderscreen.cpp,LoaderScreen::paintEvent(QPaintEvent *event),9,6,5,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::MainWindow(QWidget *parent),72,46,44,2,20,0,6,20,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::~MainWindow(),6,6,5,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::initHotkeys(),13,11,10,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::initDialogs(),15,14,14,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::initCloud(),18,16,10,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::initBookmarksDir(),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::triggerTimeOut(),12,10,8,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::dataChanged(),22,17,12,4,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,"MainWindow::newData(const QMimeData *data, Core::DataOrigin origin)",27,19,15,4,8,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::showTooltipWindow(const Core::ClipboardData &data),32,25,20,5,7,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::ignoreNextCopy(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::clearClipBoard(),5,5,4,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::seeContent(DataWidget *widget),24,22,21,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::showWelcomeScreen(),6,6,6,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,"MainWindow::updateProgressUpdater(qint64 current, qint64 max, bool draw)",3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::bubbleSearchRequested(const QString &text),5,5,5,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::settingsManager() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::setSettingsManager(SettingsManager *settingsManager),7,5,5,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::isPreviousDataTheSame(const QMimeData *mime),10,9,8,3,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::loadBookmarks(),11,9,9,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::displayBookmarks(),28,20,16,2,8,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::updateDataCount(),8,8,7,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::applySettings(),13,10,8,2,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::updateShowThumbnails(),11,9,7,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::dragEnterEvent(QDragEnterEvent *event),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::dragLeaveEvent(QDragLeaveEvent *event),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\mainwindow.cpp,MainWindow::dropEvent(QDropEvent *event),6,4,4,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::TitleBar(QWidget *parent),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::windowAnchored() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::setWindowAnchored(bool windowAnchored),12,10,9,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::mouseMove(const QPoint &point),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::paintEvent(QPaintEvent *event),23,16,14,1,5,1,2,25,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::mousePressEvent(QMouseEvent *event),9,7,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,TitleBar::mouseReleaseEvent(QMouseEvent *event),7,6,4,1,1,0,0,0,
